Area,Category - Split 1,Name,Price,Hidden Gem,Star,Stars count,Address,Latitude,Longitude
,Sushi Bars,Nami Sushi,n/a,Other,4.5,125,"31260 Pacific Hwy S, Ste 12, Federal Way, WA 98003",47.3208109,-122.3118252
Denny Triangle,Japanese,Nana’s Green Tea,$$,Other,4,922,"1007 Stewart St, Ste 103, Seattle, WA 98101",47.6163248,-122.3332925
,Seafood,Nana’s Southern Kitchen,$$,Other,4.5,325,,,
,Chinese,Nara Chinese Restaurant,$$,Other,3.5,134,,,
Olympic Hills,Japanese,Nasai Teriyaki,$$,Hidden Gem,4.5,82,"3221 NE 145th St, Seattle, WA 98125",,
,Seafood,Nazes Seafood,$$,Other,4.5,179,,,
,British,Neville’s Restaurant,$$,Other,4,29,,,
,Chinese,New Peking Wok,$$,Other,3.5,140,,,
,Pizza,New York Vinny’s Pizza,$,Other,3.5,117,,,
,Tex-Mex,Nick’s Grill,$,Other,4.5,303,,,
,American,Nick’s On Madison,n/a,Hidden Gem,4.5,46,"3131 E Madison St, Seattle, WA 98112",47.6264829,-122.2912665
Haller Lake,Barbeque,Niku Niku Japanese Barbecue,n/a,Hidden Gem,4.5,43,"13200 Aurora Ave N, Ste G, Seattle, WA 98133",47.7248023,-122.3432746
,Szechuan,Nine Way __,$$,Other,4.5,136,"14808 NE 24th St, Ste A, Redmond, WA 98052",47.632209,-122.142221
Bitter Lake,Hot Pot,No.9 Alley Hot Pot,$$,Other,4,120,"930 N 130th St, Seattle, WA 98133",47.7236135,-122.3471523
Downtown,Thai,Noi Thai Cuisine,$$,Other,4,868,"1303 1st Ave, Harbor Steps Building, Seattle, WA 98101",47.6068919,-122.3387502
,Chinese,Noodle House,$$,Other,3.5,5,,,
,Noodles,Noodle Hut,$,Other,4.5,133,,,
,Japanese,Nori Presto,$,Other,4,197,"12354 15th Ave NE, Seattle, WA 98125",,
,American,North City Bistro,$$,Other,4,111,"1520 NE 177th St, Shoreline, WA 98155",47.7577856,-122.3128214
Greenwood,Diners,North Star Diner & Shanghai Room,$$,Other,4,303,"8580 Greenwood Ave N, Seattle, WA 98103",,
,Thai,Northshore Thai Cuisine,$$,Other,3.5,163,,,
,Steakhouses,Novilhos Brazilian Steak House,$$$,Other,4,1076,"12405 SE 38th St, Bellevue, WA 98006",47.577029,-122.173099
Capitol Hill,Tapas/Small Plates,Nue,$$,Other,4,1067,"1519 14th Ave, Seattle, WA 98122",47.6147255,-122.3144481
,Salvadoran,Nuevo Amanecer Pupuseria,$,Hidden Gem,4.5,98,"1519 132nd St SE, Ste E, Everett, WA 98208",47.8790898,-122.211624
,Chinese,Nuodle,$$,Other,3,216,"14603 NE 20th St, Ste 06B, Bellevue, WA 98007",47.6267547,-122.1450033
,Ice Cream & Frozen Yogurt,Nutri Fruti,$,Other,3.5,24,"1500 S 336th St, Federal Way, WA 98003",,
Greenwood,Japanese,O Maki Rolls & Teriyaki,n/a,Hidden Gem,4.5,46,"8530 Palatine Ave N, Seattle, WA 98103",,
,Korean,O’BOP,$,Other,4,88,,,
,Sushi Bars,Oceano Sushi,$$,Other,4.5,368,,,
,Irish,Oddfellas Pub & Eatery,$$,Other,3.5,375,,,
,Korean,Ohana Kitchen,$$,Other,4.5,364,"241 SW 152nd St, Burien, WA 98166",47.4665696,-122.3382043
,Japanese,Ohana Teriyaki,$,Other,4.5,215,,,
Downtown,Brewpubs,Old Stove Brewing,$$,Other,4.5,634,"1901 Western Ave, Ste A, Seattle, WA 98101",47.6094628,-122.3428431
,Korean,Old Village,$$,Other,3,473,"15200 Aurora Ave N, Ste D, Seattle, WA 98133",,
,Italian,Olive Garden Italian Restaurant,$$,Other,3,299,"35030 Enchanted Pkwy, Federal Way, WA 98003",,
,Mediterranean,Olive Tree Mediterranean Restaurant,$$,Other,4,481,"12930 SE Kent Kangley Rd, Kent, WA 98030",47.3601228,-122.1675794
Downtown,Lounges,Oliver’s Lounge,$$,Other,4,166,,,
,Sandwiches,Oliver’s Sandwiches,$,Other,4,317,,,
Capitol Hill,American,Olmstead,$$,Other,4,104,"314 Broadway E, Seattle, WA 98102",47.6216573,-122.3205538
,Korean,Olympus Spa Restaurant,n/a,Hidden Gem,5,2,,,
,Tacos,Omar’s Taqueria,n/a,Hidden Gem,4.5,68,,,
Little Saigon,Chinese,One Pot,n/a,Other,3.5,3,,,
,Convenience Stores,One Stop Market & Greek Kouzina,$,Other,4.5,130,,,
,Poke,Ono Authentic Hawaiian Poke,$$,Other,4.5,520,"10016 Edmonds Way, Ste E, Edmonds, WA 98020",47.7902956,-122.3673727
,Mexican,Ooba Tooba Mex Grill,$$,Other,4,383,,,
,Ramen,Orenji Sushi & Noodles,$$,Other,4.5,523,"5625 221st Pl SE, Ste 120, Issaquah, WA 98027",47.5509245,-122.0456058
,Steakhouses,Original Roadhouse Grill,n/a,Other,,,,,
,Sushi Bars,Oshima Japanese Cuisine,$,Other,4.5,357,"3301 184th St SW, Lynnwood, WA 98037",47.8330362,-122.2777917
,Japanese,Oto Sushi,$$,Other,4,500,,,
,Chinese,P.F. Chang’s,$$,Other,3,399,,,
,Middle Eastern,Pabla Punjabi Palace,n/a,Other,4,1,"2020 S 314th St, Federal Way, WA 98003",,
,Barbeque,Pac Island Grill,$$,Other,4,346,"2012 S 320th St, Ste H, Federal Way, WA 98003",47.3172285,-122.3073239
Lower Queen Anne,Korean,Paju,$$,Other,4.5,157,"11 Mercer St, Seattle, WA 98109",47.6243921,-122.3561657
,Korean,Palace Korean Bar & Grill,$$,Other,3,524,,,
Magnolia,Seafood,Palisade,$$$,Other,4,1465,"2601 W Marina Pl, Elliott Bay Marina, Seattle, WA 98199",47.6301392,-122.3915098
,Dive Bars,Palmers East,$,Other,3.5,160,,,
Redmond,Food Trucks,Panda Dim Sum,n/a,Hidden Gem,4.5,49,"6855 176th Ave, Redmond, WA 98052",47.6666927,-122.1065345
,Italian,Paolo’s Italian Restaurant,$$,Other,4,212,,,
Kent,Venezuelan,Paparepas,$$,Other,4.5,188,"21224 84th Ave S, Kent, WA 98032",47.4110361,-122.2273597
,Vietnamese,Papaya Viet Restaurant,$$,Other,4,79,,,
Ballard,Southern,Parish Northwest,n/a,Hidden Gem,4.5,64,"5327 Ballard Ave NW, Ste A, Seattle, WA 98107",47.6669164,-122.3841319
Fremont,Caribbean,Paseo,$$,Other,4.5,5215,"4225 Fremont Ave N, Seattle, WA 98103",47.6584989,-122.3503331
Downtown,Italian,Pasta Casalinga,$$,Other,4.5,208,"93 Pike St, Ste 201, Seattle, WA 98101",47.608632,-122.3401409
,Caterers,Pasta ya Gotcha!,n/a,Hidden Gem,5,3,,,
,Mexican,Patty Pan,$,Other,4,19,,,
,Burgers,Paul’s Burger and Teriyaki,$,Other,4,20,,,
,Chinese,PAVO,$$,Other,3.5,137,"14220 NE 20th St, Ste A B, Bellevue, WA 98007",47.6283362,-122.1504735
,Barbeque,Pecos Pit Bar-b-que,n/a,Other,4,2,"34530 16th Ave S, Federal Way, WA 98003",,
,Chinese,Peking Express,$,Other,4,101,,,
,Chinese,Peking House,$$,Other,3,139,"17505 15th Ave NE, Shoreline, WA 98155",,
,Chinese,Peony Kitchen,$$,Other,3.5,461,"10317 Main St, Ste 100, Bellevue, WA 98004",47.6099411,-122.2027692
Georgetown,Food Trucks,People Of The Chubbs,$,Other,4,54,,,
,Cafes,Peyrassol Cafe,$$,Other,4.5,320,"1083 Lake Washington Blvd N, Ste 30, Renton, WA 98056",47.5030076,-122.2037233
,Sandwiches,Philly Ya Belly,$$,Other,4.5,388,,,
Chinatown International District,Noodles,Phnom Penh Noodle House,n/a,Hidden Gem,4.5,75,"913 S Jackson St, Ste A, Seattle, WA 98104",47.5988726,-122.3203768
,Vietnamese,Pho 36,$$,Other,4,259,,,
,Soup,Pho 7 Simmering Soup,n/a,Hidden Gem,4.5,9,,,
,Vietnamese,Pho 84,$,Other,4,121,,,
,Vietnamese,Pho 99 Authentic Vietnamese,$$,Other,4,388,,,
,Vietnamese,Pho An,$,Other,4,456,,,
Little Saigon,Vietnamese,Pho Bac Súp Shop,$$,Other,4,769,"1240 S Jackson St, Seattle, WA 98144",47.5995142,-122.3153997
,Vietnamese,Pho Bach Vietnamese Restaurant,$,Other,3.5,67,"1634 S 312th St, Federal Way, WA 98003",,
,Vietnamese,Pho Binh Minh,n/a,Hidden Gem,5,66,"23714 222nd Pl SE, Maple Valley, WA 98038",47.3886617,-122.0439312
,Vietnamese,Pho Country House Highway 99 Lynnwood,n/a,Other,3.5,35,,,
,Vietnamese,Pho Fusion & Grill,$$,Other,4,192,"2310 SW 336th St, Federal Way, WA 98023",,
,Vietnamese,Pho Ha,$$,Other,3.5,244,"15215 Aurora Ave N, Shoreline, WA 98133",,
,Vietnamese,Pho Hoang,$,Other,3.5,117,"31871 Gateway Ctr Blvd S, Federal Way, WA 98003",,
,Vietnamese,Pho Kim,$,Other,4,220,"33320 Pacific Hwy S, Ste 103A, Federal Way, WA 98003",,
,Vietnamese,Pho Lam,n/a,Hidden Gem,4.5,18,"320 E Meeker St, Unit 106, Kent, WA 98030",47.3812706,-122.2301477
,Vietnamese,Pho Luu,n/a,Hidden Gem,4.5,19,,,
,Vietnamese,Pho Mau,$,Other,4,140,"138 Washington Ave N, Kent, WA 98032",47.3819793,-122.2467564
,Vietnamese,Pho My Chau 2,n/a,Hidden Gem,4.5,7,"1901 SW Campus Dr, Federal Way, WA 98023",,
,Vietnamese,PHO Nguyen’s House,$$,Other,4,121,"18920 28th Ave W, Ste H, Lynnwood, WA 98036",47.8268564,-122.2723924
,Vietnamese,Pho Quynh,$,Other,4,167,"31434 Pacific Hwy S, Federal Way, WA 98003",,
,Vietnamese,Pho Ready,n/a,Other,4,37,,,
,Vietnamese,Pho Saigon Garden,$,Other,4.5,349,,,
,Vietnamese,Pho T-Q,$,Other,4,242,"20942 108th Ave SE, Kent, WA 98031",47.4141247,-122.1955822
,Vietnamese,Pho Tai,$,Other,2.5,515,,,
,Vietnamese,Pho Tasty,$,Other,4,140,,,
,Vietnamese,Pho Trang,$,Hidden Gem,4.5,100,,,
,Burgers,Pick-Quick Drive In,$,Other,4,326,"4306 Pacific Hwy E, Fife, WA 98424",,
,Burgers,Pickle Time,$$,Other,4.5,144,,,
,Sandwiches,Pigfish Cafe,$$,Hidden Gem,5,90,"921 SW 152nd St, Burien, WA 98166",47.4666532,-122.346757
Downtown,Seafood,Pike Place Chowder,$$,Other,4.5,7695,"1530 Post Aly, Ste 11, Seattle, WA 98101",47.6093458,-122.3411434
,Latin American,Pimienta Bistro & Bar,$$,Other,4.5,305,"34029 Hoyt Rd SW, Ste C, Federal Way, WA 98023",47.296388,-122.3826458
Magnolia,Peruvian,Pink Salt Restaurant,n/a,Hidden Gem,4.5,77,"3321 W McGraw St, Seattle, WA 98199",47.6393757,-122.400518
,Bakeries,Piroshky & Crepes,$$,Other,4,274,,,
Downtown,Bakeries,Piroshky Piroshky,$,Other,4.5,6510,"1908 Pike Pl, Seattle, WA 98101",47.6099484,-122.3424324
,Burgers,Pit Stop,$,Hidden Gem,4.5,11,"1820 E Portland Ave, Tacoma, WA 98421",,
,Pizza,Pizza Pizazz,$$,Other,4,290,,,
,Pizza,Pizzaiolo Woodfired Pizza,$$,Other,4.5,294,,,
Greenwood,Pizza,Pizzeria La Rocca,n/a,Hidden Gem,5,10,,,
,Vegan,Plantiful Superfoods,$$,Other,4,37,"425 Urban Plz, Ste 245, Kirkland, WA 98033",47.6776955,-122.199042
,Vegan,Plantiful Superfoods,$$,Other,4,37,"425 Urban Plz, Ste 245, Kirkland, WA 98033",47.6776955,-122.199042
,Mexican,Plaza Garcia,$$,Other,4,224,"12108 Juanita Dr NE, Kirkland, WA 98034",47.7087261,-122.2372163
,Coffee & Tea,PNW Coffee Co,$,Hidden Gem,4.5,30,,,
,Italian,Pogacha Restaurant & Bar,n/a,Hidden Gem,4.5,28,"2707 78th Ave SE, Mercer Island, WA 98040",47.5861869,-122.234038
,Hawaiian,Poké Bar,$$,Other,4,162,"21110 84th Ave S, Unit 103, Kent, WA 98032",47.4125578,-122.2273065
,Breakfast & Brunch,Pomegranate Bistro,$$,Other,3.5,837,,,
Eastlake,Italian,Pomodoro,$$,Other,4.5,494,"2366 Eastlake Ave E, Seattle, WA 98102",47.6417354,-122.3256412
,Food Trucks,Pono Plates,n/a,Hidden Gem,4.5,10,,,
,Bars,Pony Keg Grill & Bar,$$,Other,4,37,"8535 S 212th St, Kent, WA 98031",47.4115734,-122.2259504
Haller Lake,Thai,Pop Pop Thai Street Food,$,Other,4.5,636,"13242 Aurora Ave N, Ste 104, Seattle, WA 98133",47.7260623,-122.3445225
,Pizza,Pop’s Pizza & Pasta,$$,Other,4.5,277,,,
University District,American,Portage Bay Cafe - Roosevelt,$$,Other,4,2504,"4130 Roosevelt Way NE, Seattle, WA 98105",47.6576245,-122.3176877
,Pizza,Portofino Restaurant & Bar,$$,Other,3.5,191,,,
,Sandwiches,Potbelly Sandwich Shop,$,Other,4,118,,,
,Coffee & Tea,Poverty Bay Cafe & Coffee Co,$$,Other,3.5,491,"1108 S 322nd Pl, Ste A, Federal Way, WA 98003",,
,Bars,Prime Steakhouse,$$$,Other,4,391,,,
,Mexican,Puerto Vallarta Restaurant,$$,Other,3.5,113,"2002 SW Campus Dr, Federal Way, WA 98023",,
,Salvadoran,Pupuseria and Taqueria La Princesa,n/a,Other,3.5,21,"1805 S 316th St, A101, Federal Way, WA 98003",,
,Salvadoran,Pupuseria Suchitoto,$$,Other,3.5,61,,,
,American,Purple Cafe and Wine Bar,$$,Other,4,763,"14459 Woodinville Redmond Rd NE, Woodinville, WA 98072",47.7317672,-122.1420973
Downtown,American,Purple Café and Wine Bar,$$$,Other,4,2511,"1225 4th Ave, Seattle, WA 98101",47.6079434,-122.3350985
,Japanese,Q Sushi Bar & Kitchen,$$,Hidden Gem,5,36,"20101 44th Ave W, Ste E, Lynnwood, WA 98036",47.8165494,-122.2916097
,Japanese,Q-Cafe,n/a,Other,4,5,,,
Capitol Hill,Chinese,Qin Xi’an Noodles,$$,Other,4,344,,,
,Chinese,Qin Xi’an Noodles,$$,Other,4,360,,,
,Mexican,QT Food Truck,$$,Hidden Gem,4.5,48,,,
,Coffee & Tea,Queen Bee Cafe,$$,Other,4,48,"8805 Points Dr NE, Clyde Hill, WA 98004",47.6357423,-122.2221737
First Hill,American,Quinn’s,$$,Other,4,1305,,,
Downtown,American,Radiator Whiskey,$$,Other,4.5,1272,"94 Pike St, Ste 30, Seattle, WA 98101",47.6088844,-122.3404024
,Lounges,Rafiki Restaurant & Lounge,n/a,Other,4,31,"226 1st Ave S, Kent, WA 98032",47.3801748,-122.2333222
Haller Lake,Coffee & Tea,Rain Cafe,$$,Other,3.5,390,,,
,Breakfast & Brunch,Rainbow Cafe,$$,Other,3.5,154,"112 E Main St, Auburn, WA 98002",,
,Breweries,Ram Restaurant & Brewhouse,$$,Other,3,410,"512 Ramsay Way, Ste 4-103, Kent, WA 98032",47.3851732,-122.2349129
Capitol Hill,Ramen,Ramen Danbo,$$,Other,4.5,1358,,,
Fremont,Indian,Rasai Indian,n/a,Other,4,95,"473 N 36th St, Seattle, WA 98103",47.6515537,-122.3525188
South Lake Union,American,re:public,$$,Other,4,575,"429 Westlake Ave N, Seattle, WA 98109",47.6229107,-122.3386494
,Italian,Readi Spaghetti,$,Other,3.5,50,,,
Atlantic,Bars,Reckless Noodle House,$$,Other,4.5,263,"2519 S Jackson St, Seattle, WA 98144",47.5990442,-122.2990717
,Wine Bars,Red Cork Bistro,$$,Other,4.5,127,"11700 Mukilteo Speedway, Ste 405, Mukilteo, WA 98275",47.8918279,-122.2877923
,Seafood,Red Lobster,$$,Other,3,376,,,
,Seafood,Red Lobster,$$,Other,3,245,,,
,Korean,Red Stone Tofu House,$$,Other,4,230,"1616 S 325th St, Federal Way, WA 98003",,
,Bars,Redmond’s Bar & Grill,$$,Other,4,466,,,
,Pizza,Resonate Brewery + Pizzeria,$$,Other,4.5,359,,,
,Malaysian,Reunion Malaysian Cafe + Kitchen,$$,Other,4,204,"339 Kirkland Ave, Kirkland, WA 98033",47.6752292,-122.201889
,Mediterranean,Reyhoon Grill,$$,Other,4,36,,,
,Peruvian,Rinconcito Peruano Restaurant,$$,Hidden Gem,4.5,39,"18904 Hwy 99, Ste A, Lynnwood, WA 98036",47.8271351,-122.3111415
,Bakeries,Rise & Shine Bakery - Temp. CLOSED,$,Other,5,165,,,
,Bakeries,Rise & Shine Bakery - Temp. CLOSED,$,Other,5,166,,,
Capitol Hill,Italian,Ristorante Machiavelli,$$,Other,4,875,"1215 Pine St, Seattle, WA 98101",47.615013,-122.3280631
,Italian,Ristorante Paradiso,$$,Other,4,278,"120 Park Ln, Ste A, Kirkland, WA 98033",47.6762811,-122.2061832
,American,Rivue Bar and Grill,$$,Other,4,11,"605 114th Ave SE, Bellevue, WA 98004",47.6039633,-122.1865133
Belltown,Bars,Rocco’s,$$,Other,4,1563,,,
,Argentine,Rocky’s Empanadas,$,Other,4.5,254,,,
,Sushi Bars,Rolls and Rolls Plus Sushi,$$,Other,4,213,,,
,Pizza,Romeo’s Restaurant & Pizzeria,$$,Other,3.5,158,,,
Capitol Hill,Sushi Bars,Rondo,$$,Other,4.5,191,"224 Broadway E, Seattle, WA 98102",47.6206966,-122.3205163
,Bars,Rory’s of Edmonds Bar & Grill,$$,Other,4,240,,,
,Beer Bar,Route 522 Taproom,$$,Other,4.5,154,"17802 134th Ave NE, Woodinville, WA 98072",47.7581358,-122.1598871
,Chinese,Royal Dumplings House,n/a,Hidden Gem,4.5,22,"14725 Aurora Ave N, Shoreline, WA 98133",47.7358067,-122.3455477
,Indian,Royal India Cuisine,$$,Other,4,437,,,
,Russian,Rush In Dumplings,n/a,Other,4,21,,,
,Breakfast & Brunch,Rusty Pelican Cafe,$$,Hidden Gem,4.5,32,"13590 NE Village Square Dr, Ste 1060, Woodinville, WA 98072",47.7521302,-122.1584044
,Cafes,Rusty Pelican Cafe,$$,Other,4,326,"13590 NE Village Square Dr, Ste 1060, Woodinville, WA 98072",47.7521302,-122.1584044
,Sandwiches,S Level Tea,$,Other,4,146,,,
Fremont,Cajun/Creole,S/T Hooligans,$$,Other,5,244,"4354 Leary Way NW, Seattle, WA 98107",47.6602331,-122.3656671
,Laotian,Sabai Sabai Lao & Thai Cuisine,$$,Hidden Gem,4.5,100,"1120 164th St SW, Lynnwood, WA 98087",47.8490287,-122.2486041
Haller Lake,Indian,Saffron Grill,$$,Other,4,1276,"2132 N Northgate Way, Seattle, WA 98133",47.7088734,-122.3328149
,Italian,Sages Restaurant,$$,Other,4.5,267,,,
,Asian Fusion,Sahm Gook Jih Palace,$,Other,4,263,"21619 Hwy 99, Ste J, Lynnwood, WA 98036",47.8030007,-122.3283758
,Vietnamese,Saigon Soul Vietnamese Restaurant,$$,Other,4,320,"24202 104th Ave SE, Kent, WA 98030",47.3848778,-122.201151
,Hawaiian,Saimin Says,n/a,Hidden Gem,4.5,27,"269 SW 41st St, Renton, WA 98057",47.4435321,-122.2209755
,Seafood,Salt and Iron,$$$,Other,4,839,"321 Main St, Edmonds, WA 98020",47.81117,-122.3786395
Bitter Lake,Italian,Saltoro,$$,Other,4,278,"14051 Greenwood Ave N, Seattle, WA 98133",47.7321606,-122.3559096
,Burgers,Salty Blue,n/a,Hidden Gem,4.5,78,"601 S 3rd St, Ste D, Renton, WA 98057",47.4793577,-122.2091603
,Seafood,Salty’s at Redondo Beach - Temp. CLOSED,$$$,Other,3.5,605,,,
,Seafood,Salty’s on Alki Beach,$$$,Other,4,2006,,,
,Korean,Sam Oh Jung,$$,Other,4,305,"17425 Hwy 99, Lynnwood, WA 98037",47.8405681,-122.2976817
,Breakfast & Brunch,Sam’s Kitchen,$,Hidden Gem,4.5,20,,,
,Burgers,Sam’s Tavern,$$,Other,3,235,"931 108th Ave NE, Bellevue, WA 98004",47.618303,-122.1965378
,Peruvian,San Fernando Roasted Chicken,$$,Other,4,199,"20815 67th Ave W, Lynnwood, WA 98036",47.8099596,-122.322909
,Sushi Bars,San Kai,n/a,Other,4,96,"111 4th Ave N, Edmonds, WA 98020",47.8113108,-122.3784514
,Chinese,San Wok Express,$,Other,4.5,153,"20710 108th Ave SE, Kent, WA 98031",47.4165191,-122.1964535
Laurelhurst,American,Sand Point Grill,$$,Other,4,132,,,
,Japanese,Sandwich House TRES,$,Other,4.5,529,"1502 145th Pl SE, Bellevue, WA 98007",47.5969576,-122.1500463
,Korean,SanMaRu Grill,$$,Other,3.5,177,,,
,Italian,Sansonina Ristorante Italiano,$$,Other,4.5,208,,,
,Mexican,Santa Fe Mexican Grill & Cantina,$$,Other,3.5,65,"630 NW Richmond Beach Rd, Seattle, WA 98177",47.7660215,-122.365458
,Mexican,Santa Fe Mexican Grill & Cantina- Totem Lake,$$,Other,4,385,"12709 NE 124th St, Kirkland, WA 98034",47.709873,-122.1711584
,Greek,Santorini Greek Grill,$,Other,4.5,511,"106 Central Way, Kirkland, WA 98033",47.6766597,-122.2080146
,Pizza,Santorini Pizza & Pasta,$$,Other,4,90,,,
,Sushi Bars,Sapporo Sushi & Roll,$$,Other,4.5,349,"4803 Pacific Hwy E, Ste 2, Fife, WA 98424",,
,Thai,Savvy Thai Cuisine,$$,Other,4,221,"22611 76th Ave W, Ste 103, Edmonds, WA 98026",,
,Cafes,Saw Mill Cafe,$$,Other,4,413,,,
Ballard,American,Sawyer,n/a,Other,4.5,402,"5309 22nd Ave NW, Seattle, WA 98107",47.6669165,-122.38498
,Japanese,Saya Restaurant,$$,Other,4,200,,,
,Sports Bars,Scoreboard,$$,Other,3.5,97,,,
,Seafood,Scott’s Bar & Grill,$$,Other,3.5,469,,,
,American,Seastar Restaurant & Raw Bar,$$$,Other,4,997,"205 108th Ave NE, Ste 100, Bellevue, WA 98004",47.6125634,-122.1968688
,Bowling,Secoma Lanes,$$,Other,3,45,,,
,Tacos,Señor Taco,$,Other,4.5,290,"14339 NE 20th St, Unit D, Bellevue, WA 98007",47.627466,-122.1490201
,Ramen,SenSen Ramen & Katsu,$$,Hidden Gem,4.5,51,"17424 Hwy 99, Ste 105, Lynnwood, WA 98037",47.8409694,-122.2998288
,Korean,Seoul Bowl - Bellevue - Temp. CLOSED,n/a,Hidden Gem,4.5,13,,,
Central District,Korean,Seoul Bowl & Bar,$$,Hidden Gem,4.5,55,"722 12th Ave, Seattle, WA 98122",47.6086961,-122.3165687
,Chicken Wings,Seoul Fried Chicken,n/a,Other,1,3,,,
,Sushi Bars,Seoul Garden,n/a,Other,,,,,
,Korean,Seoul Hotdog,$,Other,4.5,145,"18415 33rd Ave W, Ste F, Lynnwood, WA 98037",47.8313641,-122.2767977
,Soul Food,Serious Soul At Cubby’s,$$,Other,4,144,,,
,Japanese,Shabu Shabu Kyoto Japanese Restaurant,$$,Other,4,206,"627 156th Ave SE, Bellevue, WA 98007",47.6046251,-122.1324788
,Hot Pot,Shabu Shabuya,n/a,Other,4,49,,,
,Buffets,Shaburina,$$$,Other,4,301,"2720 152nd Ave NE, Ste 130, Redmond, WA 98052",47.6345954,-122.1373896
,American,Shake ‘N Go,$,Other,4,167,,,
,American,Shake Shack,$$,Other,3.5,256,"300 Peter Kirk Ln, Kirkland, WA 98033",47.677626,-122.2000785
Belltown,Seafood,Shaker + Spear,$$,Other,4.5,843,"2000 2nd Ave, Seattle, WA 98121",47.6119537,-122.3418383
,Mediterranean,Shanasheel Restaurant,n/a,Other,3.5,41,,,
,Korean,Shanghai House - MOVED,$$,Other,3,160,,,
,American,Shari’s Cafe and Pies,$$,Other,2.5,176,,,
,American,Sharps Roasthouse,$$,Other,4,1364,"18427 International Blvd, Seattle, WA 98188",47.4371857,-122.2961404
,Lebanese,Shawarmaniac,$,Other,4,512,"11510 124th Ave NE, Kirkland, WA 98033",47.703235,-122.1752294
,Breakfast & Brunch,Shawn O’Donnell’s American Grill & Irish Pub,$$,Other,4,517,,,
,Breakfast & Brunch,Shay’s Restaurant,$,Other,3.5,83,,,
,Chinese,Shi Qu Restaurant,n/a,Other,4,27,"22315 Hwy 99, Ste L, Edmonds, WA 98026",,
,Ramen,Shibu Ramen,$$,Other,3.5,153,"9733 NE 117th Ln, Kirkland, WA 98034",47.7054984,-122.211268
,Korean,Shin Sung Restaurant,$$,Other,3.5,324,"1805 S 316th St, Federal Way, WA 98003",,
Belltown,Sushi Bars,Shiro’s,$$$$,Other,4.5,2269,,,
,Gelato,Shore Pine Coffee & Gelato,n/a,Hidden Gem,4.5,2,"220 Railroad Ave, Edmonds Waterfront Center, Edmonds, WA 98020",,
,Bars,Sidestreet Kitchen & Bar,$$,Other,4,206,"717 SW 148th St, Burien, WA 98166",47.4700986,-122.3440247
,Thai,Silver Spoon Thai Restaurant & Bar,$$,Other,3.5,621,"3828 196th St SW, Lynnwood, WA 98036",47.820534,-122.2852441
,Ramen,Silverlake Ramen,$$,Other,4,112,,,
,Indian,Simply Desi - Indian Organic food,n/a,Other,4,7,,,
Madison Valley,Desserts,Simply Soulful,$$,Other,4.5,323,"2909-B E Madison Ave, Seattle, WA 98112",47.6285377,-122.2887361
,Thai,Sip Thai Bistro,$$,Other,4.5,479,,,
Lower Queen Anne,Bars,Sisters And Brothers,$$,Other,4,615,"544 Elliott Ave W, Seattle, WA 98119",47.6244219,-122.3650546
,Indian,Sitar Indian Cuisine,$$,Other,4,169,,,
Interbay,American,Six Seven Restaurant,$$$,Other,4,1072,"2411 Alaskan Way, Pier 67, Seattle, WA 98121",47.6123593,-122.3522372
,Vietnamese,Sizzle & Crunch Vietnamese Grill,n/a,Hidden Gem,4.5,25,"31448 Pacific Hwy S, Federal Way, WA 98003",47.3192982,-122.3129426
,Food Stands,Sizzle Dogs,n/a,Hidden Gem,5,4,,,
South Lake Union,Vietnamese,Sizzle&Crunch,n/a,Other,4,27,"500 9th Ave N, Ste 150, Seattle, WA 98109",47.6238813,-122.3393714
,Szechuan,Sizzling Pot King,$$,Other,3.5,169,"14125 NE 20th St, Ste A/B, Bellevue, WA 98007",47.6270648,-122.1515296
Downtown,Breakfast & Brunch,Skalka,$$,Other,4.5,275,"77 Spring St, Seattle, WA 98104",47.60496,-122.3377413
Central District,Breakfast & Brunch,Skillet Capitol Hill,$$,Other,4,2004,"1400 E Union St, Seattle, WA 98122",47.613069,-122.313972
,Hot Dogs,Skooder’s Hot Dog,$,Hidden Gem,5,9,,,
,Italian,slice of italy,n/a,Other,3.5,29,"26220 116th Ave SE, Ste105, kent, WA 98030",47.3658795,-122.1861634
Capitol Hill,Bars,Smith,$$,Other,4,870,"332 15th Ave E, Seattle, WA 98112",47.6214993,-122.3123802
,Barbeque,Smoke & Shine,$$,Other,3.5,167,,,
,Barbeque,Smoke & Shine,$$,Other,3.5,167,,,
,Pizza,Smoking Monkey Pizza,$$,Other,4,664,"613 S 3rd St, Renton, WA 98057",47.479557,-122.2087412
,Sandwiches,Smuggler’s Deli,n/a,Hidden Gem,4.5,6,,,
,Korean,So Moon Nan Jib,$$,Other,4,468,"33324 Pacific Hwy S, Ste 203, Federal Way, WA 98003",47.3019865,-122.3125536
,Noodles,So Tasty,$$,Other,4.5,117,"15920 NE 8th St, Bellevue, WA 98008",47.6174477,-122.1278671
,Thai,Soi - Kirkland,n/a,Other,4,21,"425 Urban Plz, Ste 285, Kirkland, WA 98033",47.6778818,-122.1985288
Capitol Hill,Korean,Soju Anju Bar,n/a,Other,4,58,"1621 12th Ave, Seattle, WA 98122",47.6159098,-122.3172745
,Tacos,Solamente Al Pastor,n/a,Hidden Gem,4.5,81,"4435 A St SE, Auburn, WA 98002",47.2687697,-122.2297357
